0,0.0009765625
1,0.001800537
2,0.001159668
3,0.0005187988
4,0.001922607
5,0.001983643
6,0.0007629395
7,0.000793457
8,0.001525879
9,0.0008544922
10,0.0006103516
11,0.001800537
12,0.001800537
13,0.0006713867
14,0.0007019043
15,0.001342773
16,0.0007324219
17,0.0006408691
18,0.001739502
19,0.001861572
20,0.0009155273
21,0.0003967285
22,0.001098633
23,0.000793457
24,0.0001525879
25,0.00112915
26,0.001373291
27,0.0008239746
28,6.103516E-05
29,0.000793457
30,0.0008850098
31,0.0005187988
32,3.051758E-05
33,0.0003967285
34,0.0003967285
35,0.0001831055
36,0.0001525879
37,0.0003662109
38,0.0004882813
39,0.000579834
40,0.0006103516
41,0.0006103516
42,0.0005493164
43,0.0003967285
44,0.0003662109
45,0.0004577637
46,0.000793457
47,0.001281738
48,0.001617432
49,0.001495361
50,0.0008850098
51,0.0001220703
52,0.0002746582
53,9.155273E-05
54,0.0009765625
55,0.001861572
56,0.002044678
57,0.001281738
58,0.0001525879
59,0.0005187988
60,0.000213623
61,0.0008544922
62,0.001953125
63,0.002075195
64,0.001190186
65,6.103516E-05
66,0.0007019043
67,0.0002441406
68,0.0008850098
69,0.001739502
70,0.001495361
71,0.0003356934
72,0.000793457
73,0.0009765625
74,0.0001220703
75,0.001617432
76,0.002380371
77,0.001708984
78,0
79,0.001434326
80,0.001617432
81,0.0003051758
82,0.001495361
83,0.002349854
84,0.001708984
85,3.051758E-05
86,0.001495361
87,0.00177002
88,0.0006408691
89,0.0009155273
90,0.001678467
91,0.001190186
92,6.103516E-05
93,0.00112915
94,0.001220703
95,0.0003662109
96,0.0006408691
97,0.00100708
98,0.0004882813
99,0.0003967285
100,0.0008850098
101,0.0006408691
102,0.0001831055
103,0.0008544922
104,0.0009155273
105,0.0003051758
106,0.0004272461
107,0.0007019043
108,0.0004272461
109,0.0001525879
110,0.0004882813
111,0.0002441406
112,0.0003356934
113,0.0007629395
114,0.0006713867
115,0.0001220703
116,0.0003662109
117,0.0004272461
118,6.103516E-05
119,0.0007019043
120,0.00100708
121,0.0007324219
122,0.0001831055
123,0.0001220703
124,0
125,0.0004577637
126,0.0008239746
127,0.0006713867
128,0.0001220703
129,0.0004272461
130,0.0004272461
131,0.0001525879
132,0.0008544922
133,0.00112915
134,0.0007324219
135,0
136,0.0004882813
137,0.000213623
138,0.0006408691
139,0.001525879
140,0.001739502
141,0.001159668
142,0.000213623
143,0.0003356934
144,9.155273E-05
145,0.0007629395
146,0.001708984
147,0.001953125
148,0.001525879
149,0.0006408691
150,9.155273E-05
151,0.0002441406
152,0.0009765625
153,0.001708984
154,0.001983643
155,0.001464844
156,0.000579834
157,6.103516E-05
158,0.0001220703
159,0.0004272461
160,0.00112915
161,0.001495361
162,0.001251221
163,0.0006713867
164,0.000213623
165,0.0001831055
166,0.0004272461
167,0.0006713867
168,0.0006103516
169,0.0003051758
170,6.103516E-05
171,0.0001525879
172,6.103516E-05
173,0.0003662109
174,0.0004272461
175,0.0001831055
176,0.0001525879
177,0.0003051758
178,0.0001220703
179,0.0001525879
180,0.0001831055
181,0.0001220703
182,0.000579834
183,0.0008850098
184,0.0008544922
185,0.000579834
186,0.0003356934
187,0.0003967285
188,0.0005493164
189,0.000793457
190,0.0008850098
191,0.0008239746
192,0.000793457
193,0.0008544922
194,0.0009155273
195,0.0009155273
196,0.000793457
197,0.0007019043
198,0.0007629395
199,0.0009155273
200,0.00100708
201,0.0008850098
202,0.0006713867
203,0.0006713867
204,0.001037598
205,0.001647949
206,0.001861572
207,0.001434326
208,0.0004577637
209,0.0003356934
210,0.0001831055
211,0.0009765625
212,0.002166748
213,0.002349854
214,0.00112915
215,0.0007324219
216,0.001647949
217,0.000793457
218,0.001373291
219,0.003082275
220,0.002929688
221,0.0008850098
222,0.001403809
223,0.002075195
224,0.000579834
225,0.001708984
226,0.002868652
227,0.001861572
228,0.0003051758
229,0.001739502
230,0.001190186
231,0.0007019043
232,0.002044678
233,0.001556396
234,0.0003051758
235,0.001708984
236,0.001159668
237,0.0008544922
238,0.002410889
239,0.001861572
240,0.000579834
241,0.002746582
242,0.002624512
243,0.0001220703
244,0.002593994
245,0.003112793
246,0.0008239746
247,0.002349854
248,0.003753662
249,0.002166748
250,0.0009155273
251,0.002807617
